905450	"<font size='50'>A novice boon will activate in 30 seconds.</font>"
905451	"<font size='50'>A novice boon is now active (1/3).</font>"
905452	"<font size='50'>A novice boon is now active (2/3).</font>"
905453	"<font size='50'>A novice boon is now active (3/3).</font>"
905454	"<font size='50'>A novice boon is now active (1/1).</font>"
905601	"<font size='30'>The World Seal draws upon the power of the worlds.</font>"
905602	"<font size='30'>Event gauge rises!</font>"
905603	"<font size='30'>Soon Eremes, the Dark World-Dragon, will appear.</font>"
905604	"<font size='30'>The orb protects and empowers the Dark World-Dragon.</font>"
905610	"<font size='20'>Timelost Soul</font>"
905611	"<font size='20'>Seal</font>"
905612	"<font size='30'>The Dark Seal will become active in 30 seconds.</font>"
905613	"<font size='30'>The Dark Seal is active.</font>"
905614	"<font size='30'>The Sun Seal begins to shine.</font>"
905615	"<font size='30'>The Sun Seal will become active in 30 seconds.</font>"
905616	"<font size='30'>The Sun Seal is active.</font>"
905620	"<font size='50'>Dealt with the pattern successfully.</font>"
905621	"<font size='50'>Valona absorbs the power of the Sun Seal.</font>"
905622	"<font size='50'>Valona absorbs the power of the Dark Seal.</font>"
905623	"<font size='50'>Valona absorbs the power of the World Seal.</font>"
905624	"<font size='50'>The power of the Sun grows.</font>"
905625	"<font size='50'>The power of the Dark grows.</font>"
905626	"<font size='50'>The power of the Goddess grows.</font>"
905630	"<font size='50'>You dare attack us? Ludicrous!</font>"
912701	"Met minimum party size of 5."
975401	"<font size='50'>Water floods the room.</font>"
975402	"<font size='50'>The entrance will close in 5 seconds.</font>"
975403	"<font size='50'>The elevator activates.</font>"
975404	"No! Not the itty bitty living space!"
975405	"Pay attention!"
975420	"<font size='50'>Clean water fills the pool.</font>"
975430	"<font size='50'>The rocks scatter again.</font>"
975431	"<font size='50'>The door opens.</font>"
975601	"<font size='30'>The destroyed Dragon's Orb will explode soon.</font>"
975602	"<font size='30'>The orb's power surrounds the White Dragon.</font>"
975603	"<font size='30'>The Dragon Orb begins to cloud your mind.</font>"
975604	"<font size='30'>The orb's Power is cancelled.</font>"
975605	"<font size='30'>The battle zone will be locked in 10 seconds.</font>"
975606	"<font size='30'>Will respawn in 3 seconds</font>"
975607	"<font size='30'>The Stone Tablet Object Becomes Active</font>"
975608	"<font size='30'>Timelost Souls are needed</font>"
975609	"<font size='30'>Magic Stone of Protection Is Now Active</font>"
975610	"<font size='30'>The spirit wanes and disappears</font>"
975611	"<font size='30'>A transparent bridge materializes beyond the archway.</font>"
2102000	"<font size='25'color='#FFCD12'>I need to help Elleon!</font></font>"
2102100	"... "
2102101	"Not even in your...dreams."
2102200	"Stop it right there!"
2102201	"How dare you enter this place."
2102202	"Soon, you'll be imprisoned!"
2102203	"Argh!"
2102300	"You...!"
2102301	"Get him!"
2102400	"Wait a minute."
2102401	"We have to help Elleon!"
2102402	"We should follow Elleon!"
2102403	"There was something strange about Elleon..."
2103100	"Titus and I will take the right."
2103101	"You take the left."
2103102	"This way! Come on!"
2103103	"You found a way up."
2103104	"This should be..."
2103105	"You take care of that."
2103106	"Leave that one to me."
2103200	"Halt!"
2103300	"How dare you...!"
2103400	"I'll put an end to you right now."
2103500	"Run while you still can!"
2103600	"We have to get out of here!"
2103601	"This way! Now!"
2103602	"Damn it! Elleon..."
2103603	"We need to hurry. Will you give me a hand?"
2103604	"It may not a be physical path...we need to keep searching!"
2103605	"Thanks. Leave this to me now."
2103606	"Go! You must help Elleon!"
2103700	"Urgh..."
2103701	"Why you...!"
2103800	"Urgh..."
2103801	"Argh...please deal with him for a while!"
2105001	"I'll help you!"
2106000	"Start of the Battle with Lumikan"
2106100	"You will meet your end here."
2106101	"I will destroy you."
2106200	"Defeat Lumikan."
3001001	"It's too...overpowering....Arghhh!"
3001002	"C'mon! Push it! You can do it!"
3001003	"What are you doing? You want to die here?"
3001004	"Don't let it end like this! Don't deny me my revenge!"
3001005	"Arrogant fools, I will handle this myself!"
3001006	"Intruder! Feel the wrath of almighty Lok! "
3001007	"The Soulcrusher approaches!"
3001008	"Murdranak approaches the battle!"
3001100	"You will receive a boon in 1 minute."
3001101	"A boon is now active. (1/3)"
3001102	"A boon is now active. (2/3)"
3001103	"A boon is now active. (3/3)"
3001200	"<img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'>Prime Battle Solutions and <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'>Bravery Potions are considered <font color='#ffe761'>essential consumables for battle</font>. Make sure to use them."
3001201	"<img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'>Various foods and <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'>Noctenium Infusions are considered <font color='#ffe761'>optional consumables for battle</font>. Use them wisely depending on how you fight your battles."
3002001	"A secret door opens in the cellar."
3002002	"Keep your guard up!"
3002003	"Pull it together! You're here to fight, not see the sights!"
3002004	"If you must die, then die alone!"
3002005	"Is this...the end?"
3002006	"Such insolence! No one challenges an agent of Atel Akaad...and survives..."
3002007	"Come, Malgarios! Tear them limb from limb!"
3002008	"How? How could such puny amateurs defeat you? You'll rue the day, foolish interlopers, you hear me? Rue the day!"
3002100	"You will receive a boon in 1 minute."
3002101	"A boon is now active. (1/3)"
3002102	"A boon is now active. (2/3)"
3002103	"A boon is now active. (3/3)"
3003001	"Your meddling ends now...with your death!"
3003002	"The guards found out...be careful!"
3003003	"The wardens approach. Keep them away from me for at least three minutes, okay?"
3003004	"A second wave of wardens!"
3003005	"Here comes the third wave!"
3003006	"A fourth wave? Really?"
3003007	"The final wave of wardens! One way or the other..."
3003008	"All wardens are dead."
3003009	"The barricades at the entrance to the Priest Hall are gone."
3003010	"Lady Terkasia, save me!"
3003011	"Terkasia, the treacherous guardian, has appeared within the divine chamber."
3003012	"Something has been summoned. Something...immense!"
3003021	"2 minutes have passed."
3003022	"4 minutes have passed."
3003023	"4 minutes 30 seconds have passed."
3003024	"Completed protection."
3003025	"Once you fail, you have to go outside the dungeon and reset to re-engage in the task."
3003101	"East door opens."
3003102	"West door opens."
3003103	"The door opens."
3003104	"You wish to learn from reading. Now you learn from bleeding. How dare you interfere..."
3003105	"My revenge is your death!"
3003106	"After the stone is destroyed, you hear a distant door open."
3003107	"With Akia's death, the grand door opens."
3003108	"The woman grows bigger."
3003109	"A stranger is approaching."
3003110	"Was waiting for you! Terkasia!"
3003111	"It's a success! We've ended the Cultist threat at last!"
3003112	"Destroying Samael's Altar is the last remaining step. Follow me."
3003200	"You will receive a boon in 1 minute."
3003201	"A boon is now active. (1/3)"
3003202	"A boon is now active. (2/3)"
3003203	"A boon is now active. (3/3)"
3004001	"Thank you very much!"
3004002	"Dalmanak summons a minion!"
3004003	"Dalmanak summons a minion!"
3004004	"Mutated Kaidun summons minions!"
3004005	"The faces of the imprisoned Kaidun soldiers start to light up."
3004006	"Dalmanak is dead. The necromantic energy weakens."
3004007	"(Kaidun has been mutated by necromantic energy.)"
3004008	"(Mutated Kaidun approaches.)"
3004009	"Evil spirits appear from the dark."
3004010	"Mutated Kaidun is more vulnerable to knockdown."
3004100	"You will receive a boon in 1 minute."
3004101	"A boon is now active. (1/3)"
3004102	"A boon is now active. (2/3)"
3004103	"A boon is now active. (3/3)"
3005001	"Take out the intruders!"
3005002	"Mumbling"
3005006	"Blocked door is opening!"
3005007	"Door opens!"
3005008	"The door opens for the Chamber of Trial."
3005100	"You will receive a boon in 1 minute."
3005101	"A boon is now active. (1/3)"
3005102	"A boon is now active. (2/3)"
3005103	"A boon is now active. (3/3)"
3006100	"You will receive a boon in 1 minute."
3006101	"A boon is now active. (1/3)"
3006102	"A boon is now active. (2/3)"
3006103	"A boon is now active. (3/3)"
3007001	"Let's start the test."
3007002	"Do not disappoint me."
3007003	"This is the first test."
3007004	"Show me proof of your true past."
3007005	"Do you remember Duke Volperon from Sinestral Manor?"
3007006	"Do you remember Terkasia from Cultists' Refuge?"
3007007	"Do you remember Karascha?"
3007008	"Can you overcome this?"
3007009	"You completed your first trial."
3007010	"But there are many more before you."
3007011	"Can you make it here?"
3007012	"This is the second test."
3007013	"This is the third test."
3007014	"This is the final test."
3007015	"Do not disappoint me."
3007016	"Impressive...and entertaining."
3007017	"Someone has stolen a key from the Talon of Saleron."
3007018	"You completed the second trial."
3007019	"You completed the third trial."
3007020	"You have only one trial remaining."
3007021	"Ha-ha! I will stop you!!"
3007022	"Bloodshards summoned!"
3007023	"Dread Necarus summons Verdant Necarus"
3007024	"Dread Necarus summons Necarus Golum"
3007025	"Zaetyrus Magus summons Veltarus Magus"
3007026	"Zaetyrus Magus summons Maldricta Magus"
3007027	"Dispersus pylons summoned!"
3007028	"Enemies around the bloodshard become stronger!"
3007029	"How dare you point a weapon at my family?"
3007030	"Duchess Tirania appears!"
3007031	"I will not forgive you!"
3007032	"Gate will close in 3 seconds."
3007033	"5"
3007034	"4"
3007035	"3"
3007036	"2"
3007037	"1"
3007038	"Gate closed!"
3007039	"The monsters disappear upon Trysawk's death."
3007040	"Kill the keybearer to get the key to the hidden stage!"
3007100	"You will receive a boon in 1 minute."
3007101	"A boon is now active. (1/3)"
3007102	"A boon is now active. (2/3)"
3007103	"A boon is now active. (3/3)"
3007900	"Mandrake chanter and goldmane longhorns appear!"
3007901	"Mandrake chanter and goldmane longhorns clear."
3007902	"Mandrake incanter and buds appear!"
3007903	"Mandrake incanter and buds clear."
3007904	"Threat on Terrace Three!"
3007905	"Terrace Three clear! Zenobic crystal appears."
3007906	"Summon room 4"
3007907	"Clear room 4"
3007908	"Summon buff object for enemy in room 4!"
3007909	"Named giant clear"
3007910	"Summon room 6!"
3007911	"Clear room 6!"
3007912	"Summon room 7!"
3007913	"Clear room 7!"
3007914	"Summon Fimbrilisk in room 8!"
3007915	"Clear Fimbrilisk in room 8!"
3007916	"Summon Undead Chief 3 in room 8!"
3007917	"Clear Undead Chief 3 in room 8!"
3007918	"Summon Mage Dragon in room 8!"
3007919	"Clear Mage Dragon in room 9!"
3007920	"Summon room 9!"
3007921	"Clear room 9!"
3007922	"Intermediate event in room 9!"
3007923	"Slayer's Stone Statue in room 10 summons 3 Slayers!"
3007924	"Sorcerer's Stone Statue in room 10 summons 3 Sorcerers!"
3007925	"2 Slayers summoned in room 10!"
3007926	"Slayer 2-1 died and 1 Slayer summoned in room 10!"
3007927	"Slayer 2-2 died and 1 Slayer summoned in room 10!"
3007928	"2 Sorcerers summoned in room 10!"
3007929	"Sorcerer 2-1 died and 1 Sorcerer summoned in room 10!"
3007930	"Sorcerer 2-2 died and 1 Sorcerer summoned in room 10!"
3007931	"Cleared Slayers in room 10!"
3007932	"Cleared sorcerers in room 10!"
3007933	"Summon key monster"
3007934	"Key monster not summoned"
3007935	"Spawn exits for all rooms"
3008001	"A door opens somewhere."
3008002	"The way is clear."
3008100	"You will receive a boon in 1 minute."
3008101	"A boon is now active. (1/3)"
3008102	"A boon is now active. (2/3)"
3008103	"A boon is now active. (3/3)"
3009001	"The door opens."
3009002	"Thulsa runs to the top of the altar."
3009100	"You will receive a boon in 1 minute."
3009101	"A boon is now active. (1/3)"
3009102	"A boon is now active. (2/3)"
3009103	"A boon is now active. (3/3)"
3010002	"You set off a trap!"
3010003	"Something falls from above."
3010004	"You disarmed the trap."
3010005	"The chamber door opens."
3010011	"Killed Kelsaik! "
3010012	"Entered Kelsaik's Hall."
3010013	"The chamber door closes."
3010100	"You will receive a boon in 1 minute."
3010101	"A boon is now active. (1/3)"
3010102	"A boon is now active. (2/3)"
3010103	"A boon is now active. (3/3)"
3011002	"Vanishing magic."
3011003	"Reemerged!"
3011004	"Kill the blue argons. Empowered argons decrease the enemy's health."
3011005	"Kill the red argons. Empowered argons increase the enemy's health."
3011007	"Each time I bleed, parasites will infect you!"
3011008	"Invisible parasites flock to you."
3011011	"A horde of monsters is coming. Break the cocoon before they arrive!"
3011012	"Fanged gullets are on their way!"
3011013	"Teleportal, open! Come to me, my minions!"
3011015	"The battle has lasted 15 minutes. Shandra Manaya enters a fiery rage!"
3011016	"You're relentless. Come forth, my minions!"
3011017	"I'll make you stronger!"
3011019	"You fools..."
3011020	"This is just the beginning!"
3011021	"The battle has lasted 6 minutes. Hrathgol enters a fiery rage!"
3011022	"The battle has lasted 6 minutes. Melkatran enters a fiery rage!"
3011023	"The door will be locked soon."
3011024	"The Plexus will be locked soon."
3011025	"All the minions you killed are now part of me!"
3011100	"You will receive a boon in 1 minute."
3011101	"A boon is now active. (1/3)"
3011102	"A boon is now active. (2/3)"
3011103	"A boon is now active. (3/3)"
3011104	"Jump to knock off all the parasites!"
3018000	"The entrance will close soon."
3018101	"Charged Energy"
3018102	"Energy Surge"
3018103	"Energy charged."
3018104	"Energy depleted."
3018105	"First Energy Pillar Activation"
3018106	"Second Energy Pillar Activation"
3018107	"Third Energy Pillar Activation"
3018108	"Fourth Energy Pillar Activation"
3018109	"Theropath charges energy."
3018200	"Let's roll!"
3018201	"The skillbook appears."
3018202	"I need power!"
3018203	"I need more power!"
3018204	"I need more and more power!"
3018205	"Apetus rushes toward the skillbook."
3018206	"Apetus is infused with fire!"
3018207	"Apetus is infused with water!"
3018208	"Apetus is infused with grass!"
3018301	"I win!"
3019001	"Let the game begin."
3019002	"The Bloody Statue activates."
3019003	"The Radiant Statue activates."
3019004	"The Cursed Statue activates."
3019005	"The Bloody Statue and Radiant Statue activate."
3019006	"The Bloody Statue and Cursed Statue activate."
3019007	"The Radiant Statue and Cursed Statue activate."
3019008	"The Bloody Statue appears again."
3019009	"The Radiant Statue appears again."
3019010	"The Cursed Statue appears again."
3019011	"First boss emits a stench."
3019012	"Someone has been chained."
3019013	"The area collapses!"
3019100	"The combat area is now closed."
3019500	"Intruders! Get theem!"
3024000	"This place seems safe. Talk to the agent near the lakeside."
3024001	"You see a Federation Spy agent. Talk to the agent."
3024002	"The ground quakes."
3024003	"You defeated all monsters within the time limit."
3024004	"A battle-aid device has spawned. The device will disappear in 20 seconds."
3025000	"This place seems safe. Talk to the agent near the lakeside."
3025001	"You see a Federation Spy agent. Talk to the agent."
3025002	"The ground quakes."
3025003	"You defeated all monsters within the time limit."
3025004	"A battle-aid device has spawned. The device will disappear in 20 seconds."
3026002	"Blazing and Frostbite Argon Priests approach."
3026003	"The Argon Priest is trying to enrage Kelsaik."
3026004	"The Argon Priest has been eliminated."
3026005	"Kelsaik's avatar approaches. Collect the Argon Priest Essence and go to the leaping board."
3026006	"Kelsaik's avatar has been eliminated."
3026007	"Defeat the Argon Priest that matches the element to stop Kelsaik's rage."
3026008	"You defeated the Frostbite Avatar. Frostshield is deactivated."
3026009	"You defeated the Blazing Avatar. Blazeshield is deactivated."
3026010	"You must escape before the wrath of the flame captures you."
3026015	"You failed to defeat the Frostbite Avatar. The battle area will get dangerously cold."
3026017	"You failed to defeat the Blazing Avatar. The battle area will get dangerously hot."
3026018	"Kelsaik absorbs the raging flame aura."
3026019	"Kelsaik absorbs the chilling frost aura."
3026020	"Fools! That fire will do nothing!"
3026021	"Fools! That frost will do nothing!"
3026022	"The temperature rises!"
3026023	"The temperature drops!"
3026300	"The butterflies are creating falling chunks of amber."
3026301	"Amber chunks will generate faster increases as time passes."
3026302	"The number of amber chunks is increasing."
3026303	"Amber chunks are falling."
3026304	"More amber chunks are falling."
3026305	"The falling amber chunks are out of control. This is the end."
3026404	"Kelsaik is protected by the Frostshield and the Blazeshield."
3026405	"All skill damage will decrease by 25% if the doom and shield attributes match."
3026407	"Kelsaik is losing mana!"
3026408	"Decreases healing effects by 50% and cooldown of all skills by 25%."
3026409	"Kelsaik is losing mana faster!"
3026410	"Mana drain at maximum."
3028001	"Let the game begin."
3028002	"The Bloody Statue activates."
3028003	"The Radiant Statue activates."
3028004	"The Cursed Statue activates."
3028005	"The Bloody Statue and Radiant Statue activate."
3028006	"The Bloody Statue and Cursed Statue activate."
3028007	"The Radiant Statue and Cursed Statue activate."
3028008	"The Bloody Statue appears again."
3028009	"The Radiant Statue appears again."
3028010	"The Cursed Statue appears again."
3028011	"The boss emits a foul odor."
3028012	"Someone has been chained."
3028013	"The area collapses!"
3028014	"Destroy the pylons to summon a Lancer or a Priest (not required for a 5-person party)."
3028015	"Defeat Nightmare Nedra with a summoned Lancer."
3028016	"The outer area is filled with <font color='#BFFF00'>green</font> fumes."
3028017	"The outer area is filled with <font color='#8977AD'>purple</font> fumes."
3028019	"Defeat Nightmare Ptakum with a summoned Lancer."
3028020	"Defeat Nightmare Kylos with a summoned Lancer."
3028021	"You can find Divine Pylons on both sides of the entrance. Destroy the pylons from within 10m when needed."
3028022	"Defeat Nightmare Nedra with a summoned Priest."
3028023	"Defeat Nightmare Ptakum with a summoned Priest."
3028024	"Defeat Nightmare Kylos with a summoned Priest."
3028100	"The combat area is closed."
3028200	"Use the <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'><img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> basic buff items and <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'><img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> additional buff items before combat."
3028201	"Buff items can be purchased from the <font color = '#FFFF00'>Training Dungeon Merchant</font>."
3028300	"The dungeon is now closed. Type '/reset' or use the 'Reset Instances' button in your Profile (P)."
3028500	"Intruders! Get them!"
3028501	"I'll use Infuriate! Attack now!"
3028502	"MORE AGGRO!"
3028503	"I'll hold this thing off! Give it your best shot!"
3028504	"I've activated Adrenaline Rush and Guardian Shout! Attack!"
3028505	"Attack this sphere before it explodes!"
3029200	"Use <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'><img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> battle solutions and <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'><img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> additional items before combat."
3029201	"Battle solutions can be purchased from the <font color = '#FFFF00'>Training Dungeon Merchant</font>."
3029501	"Attack while I use Infuriate!"
3029502	"MORE AGGRO!"
3029503	"I'll hold this thing off! Give it your best shot!"
3029504	"I've activated Adrenaline Rush and Guardian Shout! Attack!"
3032018	"Destroy the pylons to summon a Lancer or a Priest (not required for a 5-person party)."
3032019	"Defeat Akalath Travan with a summoned Lancer."
3032020	"Defeat Akalath Kashir with a summoned Lancer."
3032021	"You can find Divine Pylons on both sides of the entrance. Destroy the pylons from within 10m when needed."
3032022	"Defeat Akalath Travan with a summoned Priest."
3032023	"Defeat Akalath Kashir with a summoned Priest."
3032200	"Use <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'> <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> essential and <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'> <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> optional consumables before combat."
3032201	"You can buy these items from the <font color = '#FFFF00'>Training Dungeon Merchant</font> by the entrance to where each Boss is."
3032300	"The dungeon has been cleared. Type <font color='#ffe761'>/reset</font> or use the <font color='#ffe761'>'Reset Instances' button in your Character Profile</font>."
3032501	"Using Infuriate! Attack now!"
3032502	"I’LL GET ITS ATTENTION!"
3032503	"I'll hold this thing off! Give it your best shot!"
3032504	"I've activated Adrenaline Rush and Guardian Shout! Attack now!"
3033100	"The combat area is closing."
3033200	"Use <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'> <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> essential and <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'> <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> optional consumables before combat."
3033201	"You can buy these items from the <font color = '#FFFF00'>Training Dungeon Merchant</font> by the entrance to where each Boss is."
3034001	"The teleportal has disappeared."
3034200	"Defect detected. Activating defect elimination..."
3034301	"Heat Detection Protocol: Transmitting..."
3034302	"Protocol Transferred: Melee Detection"
3034303	"Protocol Transferred: Range Detection"
3034304	"Protocol Transferred: Full-Range Detection"
3034307	"Reset process activated..."
3034308	"System restart: Timeout"
3034309	"System Warning: Shard Protection Removed"
3034310	"Failed to activate energy transmission matrix..."
3034311	"System Parameter Adjustment: 1"
3034312	"System Parameter Adjustment: 0"
3034313	"Deactivating..."
3034314	"All quadrants have been deactivated."
3034315	"System: Teleportal Created"
3034401	"Don’t stand in my way!"
3034402	"You'll answer to Ventarun!"
3034403	"Ventarun not enough? Don't worry, I've got plenty more."
3034404	"I'll annihilate you all. Just you wait."
3034405	"Shut off the control panels to neutralize the magnetic field."
3034406	"You... INSECTS!"
3034407	"Hexapleon will end your pathetic existence."
3036001	"The Poisoner will arrive shortly."
3036002	"The Poisoner has appeared."
3036003	"Welcome, maggots. This location is already under our control. Hahaha!"
3036004	"Until the Abomination has destroyed the engine room, I’ve got time to play with you."
3036005	"Come on, if you’ve got the guts!"
3036006	"There’ll be nothing left of amateurs like you."
3036007	"He seems not to be managing on his own."
3036008	"Shall I intervene?"
3036009	"The Abomination is moving toward the engine room to destroy the Floating Stone."
3036010	"The Poisoner has arrived!"
3036011	"Your journey ends here."
3036012	"The Poisoner will annihilate you!"
3036013	"The Poisoner receives increased defense from the warrior."
3036014	"The Poisoner receives increased attack from the sorcerer."
3036015	"The Poisoner receives long-lasting healing from the mystic."
3036016	"You’ll go down with this ship!"
3036017	"Defeat the archdevans before the Poisoner comes!"
3036018	"All Floating Stones have been destroyed. The sky cruiser is going down."
3036021	"A Floating Stone has been destroyed! (1/8)"
3036022	"A Floating Stone has been destroyed! (2/8)"
3036023	"A Floating Stone has been destroyed! (3/8)"
3036024	"A Floating Stone has been destroyed! (4/8)"
3036025	"A Floating Stone has been destroyed! (5/8)"
3036026	"Worship the darkness!"
3036027	"Go ahead and try to dodge my attack!"
3036028	"Something is approaching from the sky."
3036029	"Alkus screams in pain."
3036030	"Protected the Floating Stone!"
3036031	"You can’t escape!"
3036032	"A Floating Stone has been destroyed! (6/8)"
3036033	"A Floating Stone has been destroyed! (7/8)"
3036034	"My flames are enough for you!"
3036035	"What… My flames!"
3036036	"The sky cruiser is in flames."
3036037	"A strange effect rises from the deck."
3036038	"The fire keeps on spreading further."
3036039	"I!"
3036040	"Will!"
3036041	"Obliterate you!"
3036042	"I’ll show you true power!"
3036043	"Enough gas has accumulated in the pile of bodies."
3036044	"The Abomination is starting to absorb mana."
3036045	"The Abomination is starting to absorb HP."
3036046	"You are losing HP."
3036047	"You are losing more HP."
3036048	"I’ll leave you to Putrion’s tender mercies… I have an engine room to destroy…"
3036049	"You’ll… not go one step further!"
3036050	"Exterminate these pests!"
3036051	"Putrion will be summoned in 10 sec."
3036052	"Putrion’s aura shields the demokrons and archdevans."
3036053	"The Ancient God’s Blessing will activate in 30 seconds."
3036054	"The Ancient God’s Blessing is now active. (1/3)"
3036055	"The entrance will be closed in 10 sec."
3036056	"Seems I’m one step behind the others. It’s good to know that Darkan’s been defeated."
3036057	"Well, since Darkan no longer poses a threat, things aren’t looking too good with the sky cruiser."
3036058	"The engineers say we can’t fly like this. We’ll have to go back for maintenance."
3036059	"You there! My master wants you to suffer."
3036060	"I’ll teach you a lesson as only Lakan would himself!"
3036061	"You pathetic creatures…"
3036062	"It’s… not over yet…"
3036063	"The Ancient God’s Blessing is now active. (2/3)"
3036064	"The Ancient God’s Blessing is now active. (3/3)"
3036065	"The flames are spreading to the middle of the deck."
3036066	"The flames have spread throughout the entire deck."
3036067	"Darkan is furious."
3036068	"Urgh."
3036069	"I’ll teach you what it is to be afraid!"
3037000	"Balder's Seal is closing."
3037001	"The area is full of lava."
3037002	"I will have my revenge."
3037003	"Defeat The Fire Lord Bahaar with a summoned Lancer."
3037004	"Defeat The Fire Lord Bahaar with a summoned Priest."
3037005	"Defeat The Fire Lord Bahaar with a summoned Lancer."
3037006	"Defeat The Fire Lord Bahaar with a summoned Priest."
3037007	"Use <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'> <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> essential and <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'> <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> optional consumables before combat."
3037008	"You can buy these items from the <font color = '#FFFF00'>Training Dungeon Merchant</font> by the entrance to where the Boss is."
3037009	"The battle against Bahaar has two phases. Beware that Bahaar has a very tricky attack pattern."
3037010	"Velik’s Sanctum is actually a <font color='#ffe761'>5-person dungeon</font>. (Cannot enter with fewer players)"
3037012	"Destroy the pylons to summon a Lancer or a Priest (not required for a 5-person party)."
3037013	"You can find Divine Pylons on both sides of the entrance. Destroy the pylons from within 10m when needed."
3037014	"Bahaar is stronger in phase 2. Make sure to check his attack pattern again before the combat."
3037100	"The dungeon has been cleared. Type <font color='#ffe761'>/reset</font> or use the <font color='#ffe761'>'Reset Instances' button in your Profile (P)</font>."
3041000	"The combat area is closed."
3041100	"I beg you, demon, my soul..."
3041101	"Master Harnovog..."
3041103	"Harnovog's Demonization"
3041104	"Pure Soul Suck"
3041105	"Witness the power of a true demon!"
3041200	"Something went wrong."
3041201	"Bashing the Demon Minions 1"
3041202	"Bashing the Demon Minions 2"
3041203	"Bashing the Demon Minions 3"
3041204	"Bashing the Demon Minions 4"
3041205	"You vile creatures."
3041206	"There you are."
3041207	"Are you the ones...?"
3041208	"How dare you...? Master Harnovog..."
3041209	"I won't forget you."
3043000	"The combat area is closed."
3043001	"The lancer statue can be activated."
3043100	"I beg you, demon, my soul..."
3043101	"Master Harnovog..."
3043103	"Harnovog's Demonization"
3043104	"Pure Soul Suck"
3043105	"Witness the power of a true demon!"
3043205	"You vile creatures."
3043206	"There you are."
3043207	"Are you the ones...?"
3043208	"How dare you...? Master Harnovog..."
3043209	"I won't forget you."
3044000	"The combat area is closed."
