3018109	"Теропет приступает к пополнению энергии."
3018200	"Качусь!"
3018201	"Появляется книга умений."
3018202	"Нужно больше силы!"
3018203	"Нужно гораздо больше силы!"
3018204	"Нужен максимум силы!"
3018205	"Апетус проявляет интерес к книге умений."
3018206	"Апетус обретает силу огня!"
3018207	"Апетус обретает силу воды!"
3018208	"Апетус обретает силу жизни!"
3018301	"Ха-ха, победа за мной!"
3019001	"Да начнется игра!"
3019002	"Активируется кровавая статуя."
3019003	"Активируется сверкающая статуя."
3019004	"Активируется проклятая статуя."
3019005	"Активируются кровавая и сверкающая статуи."
3019006	"Активируются кровавая и проклятая статуи."
3019007	"Активируются сверкающая и проклятая статуи."
3019008	"Кровавая статуя появилась вновь."
3019009	"Сверкающая статуя появилась вновь."
3019010	"Проклятая статуя появилась вновь."
3019011	"Первый босс наполнен зловонными газами."
3019012	"Кто-то скован цепями."
3019013	"Пространство разрушается!"
3019100	"Зона боя закрывается."
3019500	"Захватчики! Изгнать их!"
3024000	"Теперь здесь безопасно. Ступайте и поговорите с агентом на берегу."
3024001	"Вы видите шпиона Валькионской Федерации. Поговорите с ним."
3024002	"Земля трясется!"
3024003	"Вы убили всех монстров вовремя."
3024004	"К вам на помощь призвано устройство, которое исчезнет через 20 сек."
3025000	"Теперь здесь безопасно. Ступайте и поговорите с агентом на берегу."
3025001	"Вы видите шпиона Валькионской Федерации. Поговорите с ним."
3025002	"Земля трясется!"
3025003	"Вы убили всех монстров вовремя."
3025004	"К вам на помощь призвано устройство, которое исчезнет через 20 сек."
3026002	"Появились Аргонские жрецы огня и льда."
3026003	"Аргонский жрец вызывает ярость Келсаика."
3026004	"Аргонский жрец удален."
3026005	"Появился фантом Келсаика. Получите эссенцию Аргонского жреца и переместитесь к порталу."
3026006	"Вы смогли избавиться от фантома Келсаика."
3026007	"Необходимо уничтожить Аргонского жреца той же стихии, чтобы остановить ярость Келсаика."
3026008	"Ледяной фантом Келсаика уничтожен, ледяной щит сброшен."
3026009	"Огненный фантом Келсаика уничтожен, огненный щит сброшен."
3026010	"Необходимо справиться до того, как энергия пламени полностью поглотит тело."
3026015	"Уничтожить ледяного фантома не удалось. Температура в зоне боя резко падает."
3026017	"Уничтожить огненного фантома не удалось. Температура в зоне боя резко повышается."
3026018	"Магия пламени вселяется в Келсаика."
3026019	"Магия льда вселяется в Келсаика."
3026020	"Ха-ха! Глупцы! Пламя не может нанести мне вреда!"
3026021	"Ха-ха! Глупцы! Лед не может нанести мне вреда!"
3026022	"Температура в зоне боя быстро повышается."
3026023	"Температура в зоне боя быстро понижается."
3026300	"Бабочки в воздухе производят сгусток пыльцы."
3026301	"Сгусток пыльцы со временем разрастается."
3026302	"Падающий сгусток пыльцы увеличился."
3026303	"Большой сгусток пыльцы начинает падать."
3026304	"Увеличивается количество падающих сгустков пыльцы."
3026305	"Сгустки пыльцы падают с ужасающей скоростью. Это конец."
3026404	"Келсаик создает огненный и ледяной щиты."
3026405	"Если пламя соответствует стихии щита, урон от умений уменьшается на 25%."
3026407	"Тело Келсаика разрушается и начинает выбрасывать магическую энергию."
3026408	"Сила умений восстановления уменьшается на 50%, время перезарядки всех умений – на 25%."
3026409	"Ускоряет разрушение тела Келсаика и постепенно увеличивает выброс магической энергии."
3026410	"Выброс магической энергии достиг максимальных значений."
3028001	"Да начнется игра!"
3028002	"Кровавая статуя активируется."
3028003	"Сверкающая статуя активируется."
3028004	"Проклятая статуя активируется."
3028005	"Кровавая и сверкающая статуи активируются."
3028006	"Кровавая и проклятая статуи активируются."
3028007	"Сверкающая и проклятая статуи активируются."
3028008	"Кровавая статуя восстановлена."
3028009	"Сверкающая статуя восстановлена."
3028010	"Проклятая статуя восстановлена."
3028011	"Вонь от первого босса распространяется по всей комнате."
3028012	"Кто-то скован цепями."
3028013	"Комната рушится!"
3028014	"Уничтожает волшебный камень и призывает рыцаря или жреца (действие не распространяется на тренировочные подземелья для 5 человек)."
3028015	"Как только рыцарь бросится в бой, помогите ему победить Злобную Недру."
3028016	"Аромат <font color='#BFFF00'>травы</font> распространяется повсюду."
3028017	"Аромат <font color='#8977AD'>лилий</font> распространяется повсюду."
3028019	"Как только рыцарь бросится в бой, помогите ему победить Злобного Питакума."
3028020	"Как только рыцарь бросится в бой, помогите ему победить Злобного Калеуса."
3028021	"Слева и справа от входа находятся волшебные камни целителя. Уничтожьте его в радиусе 10 м, если необходимо."
3028022	"Избавьтесь от Злобной Недры вместе с призванным жрецом."
3028023	"Избавьтесь от Злобного Питакума вместе с призванным жрецом."
3028024	"Избавьтесь от Злобного Калеуса вместе с призванным жрецом."
3028100	"Зона боя закрывается."
3028200	"Используйте перед боем <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'> <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> усиливающие предметы и <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'> <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> и различные полезные предметы."
3028201	"Эти предметы продаются у <font color = '#FFFF00'>торговца, стоящего у входа в тренировочное подземелье</font>."
3028300	"Подземелье пройдено.Введите /reset или нажмите кнопку Сбросить подземелья в окне информации о персонаже (P) -> Подземелья, чтобы сбросить подземелье."
3028500	"Захватчики! Покажем им!"
3028501	"Я использую Вспышку гнева, так что атакуйте быстро!"
3028502	"Я направлю агрессию монстров на себя!"
3028503	"Как защитника, моя работа - защищать тебя, так что бери брошь и используй свою особую атаку!"
3028504	"Вместе с Вспышкой гнева мной были использованы Выброс адреналина и Клич стража, поэтому атакуйте быстрее!"
3028505	"Атакуйте быстро и будьте наготове до того, как сломается жемчужина!"
3029200	"Используйте перед боем <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'> <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> усиливающие предметы и <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'> <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> и различные полезные предметы."
3029201	"Эти предметы продаются у <font color = '#FFFF00'>торговца, стоящего у входа в тренировочное подземелье</font>."
3029501	"Я использую Вспышку гнева, так что атакуйте быстро!"
3029502	"Я направлю агрессию монстров на себя!"
3029503	"Как защитника, моя работа - защищать тебя, так что бери брошь и используй свою особую атаку!"
3029504	"Вместе с Вспышкой гнева мной были использованы Выброс адреналина и Клич стража, поэтому атакуйте быстрее!"
3032018	"Уничтожает волшебный камень и призывает рыцаря или жреца (действие не распространяется на тренировочные подземелья для 5 человек)."
3032019	"Помогите рыцарю победить акалата Трабана, как только он вступит в бой."
3032020	"Помогите рыцарю победить акалата Кашира, как только он вступит в бой."
3032021	"Слева и справа от входа находятся волшебные камни целителя. Уничтожьте его в радиусе 10 м, если это необходимо."
3032022	"Победите акалата Трабана с помощью призванного священника."
3032023	"Победите акалата Кашира с помощью призванного священника."
3032200	"Используйте перед боем <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'> <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> усиливающие и <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'> <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> и различные полезные предметы."
3032201	"Эти предметы продаются у <font color = '#FFFF00'>торговца, стоящего у входа в тренировочное подземелье</font>."
3032300	"Это подземелье пройдено. Введите <font color='#ffe761'>/reset</font> или нажмите кнопку <font color='#ffe761'>Сбросить подземелья в окне информации о персонаже (P) -> Подземелья</font>, чтобы сбросить подземелье."
3032501	"Я использую Вспышку гнева, так что атакуйте быстро!"
3032502	"Я направлю агрессию монстров на себя!"
3032503	"Как защитника, моя работа - защищать тебя, так что бери брошь и используй свою особую атаку!"
3032504	"Вместе с Вспышкой гнева мной были использованы Выброс адреналина и Клич стража, поэтому атакуйте быстрее!"
3033100	"Зона боя закрывается."
3033200	"Используйте перед боем <img src='img://__Icon_Items.Add_Extract_Potion_2_Tex' width='28' height='28'> <img src='img://__Icon_Items.potion10_Tex' width='28' height='28'> усиливающие и <img src='img://__Icon_Items.fallfestival_bulgogi_Tex' width='28' height='28'> <img src='img://__Icon_Items.noctan_Tex' width='28' height='28'> и различные полезные предметы."
3033201	"Эти предметы продаются у <font color = '#FFFF00'>торговца, стоящего у входа в тренировочное подземелье</font>."
3034001	"Телепорт скоро исчезнет."
3034200	"Активирую процесс удаления дефектной продукции..."
3034301	"Протокол обнаружения тепла: отправка данных..."
3034302	"Отправлен протокол: обнаружение на малой дистанции"
3034303	"Отправлен протокол: обнаружение на большой дистанции"
3034304	"Отправлен протокол: общее обнаружение"
3034307	"Активирую систему очистки ангара..."
3034308	"Перезапуск системы: превышен лимит времени"
3034309	"Предупреждение системы: устройство защиты самородков маны уничтожено."
3034310	"Ошибка активации матрицы отправки энергии..."
3034311	"Изменить параметр системы: 1"
3034312	"Изменить параметр системы: 0"
3034313	"Активировано устройство блокировки магнитного поля."
3034314	"Активированы все устройства блокировки магнитного поля."
3034315	"Система: открываю портал"
3034401	"Не мешай мне!"
3034402	"Явись, Вентарон!"
3034403	"Проклятье, Вентарон слишком слаб."
3034404	"Тебе точно конец!"
3034405	"Нужно увернуться от лазеров и активировать устройства блокировки магнитного поля."
3034406	"Проклятье! Что за надоедливый таракан!"
3034407	"Выходи, Гексапреон!"
3036001	"Вскоре появится отравитель."
3036002	"Отравитель появился."
3036003	"Добро пожаловать, букашки. Мы уже взяли все тут под контроль. Ха-ха-ха!"
3036004	"У меня есть время поиграть с тобой, пока Мерзость разрушает машинное отделение."
3036005	"Подойди, если кишка не тонка!"
3036006	"От вас, новобранцев, ничего не остается."
3036007	"Кажется, он не сможет сделать это в одиночку."
3036008	"Стоит ли мне вмешиваться?"
3036009	"Мерзость направляется к машинному отделению, чтобы уничтожить парящий камень."
3036010	"Отравитель уже здесь!"
3036011	"Твой путь заканчивается здесь."
3036012	"Отравитель уничтожит тебя!"
3036013	"Сила воина повышает защиту Отравителя."
3036014	"Сила мага повышает атаку Отравителя."
3036015	"Сила мистика повышает эффективность восстановления Отравителя."
3036016	"Этот корабль затонет вместе с тобой!"
3036017	"Распрасьтесь с архидеванцами до прибытия Отравителя!"
3036018	"Все парящие камни были уничтожены. Небесный крейсер падает."
3036021	"Парящий камень был уничтожен! (1/8)"
3036022	"Парящий камень был уничтожен! (2/8)"
3036023	"Парящий камень был уничтожен! (3/8)"
3036024	"Парящий камень был уничтожен! (4/8)"
3036025	"Парящий камень был уничтожен! (5/8)"
3036026	"Поклонись тьме!"
3036027	"Сможешь уклониться от этого?!"
3036028	"Что-то спускается с небес."
3036029	"Трулкалат кричит от боли."
3036030	"Парящий камень защищен!"
3036031	"Тебе не сбежать!"
3036032	"Парящий камень был уничтожен! (6/8)"
3036033	"Парящий камень был уничтожен! (7/8)"
3036034	"Мое пламя поглотит тебя!"
3036035	"Что... Мое пламя!"
3036036	"Небесный крейсер горит."
3036037	"На палубе происходит что-то странное."
3036038	"Огонь продолжает распространяться."
3036039	"Я!"
3036040	"Вас!"
